s#,c#,grade
32902502,LW-24,72.9
23827791,CE-35,84.3
16879835,MT-51,90.1
31856421,DA-72,75.0
32010349,DA-35,64.5
46966369,CS-14,78.4
38982946,CS-61,91.6
29934440,OE-13,75.3
44438613,MT-27,77.7
30136423,EE-67,70.6
33189345,HS-15,91.9
14904945,HS-16,64.8
12048521,AT-32,99.8
10729043,EM-20,74.5
34581992,MT-26,97.3
31816841,DA-63,82.5
47154372,EM-27,88.6
25616147,ME-10,82.9
41679346,EE-96,74.6
29503287,PH-05,61.4
39704402,PH-13,90.7
36144827,EM-56,82.8
35160558,CS-41,88.1
22619884,CS-12,61.3
28551789,AT-02,64.9
23331279,AS-09,70.1
46333445,MV-14,84.3
17545016,EM-04,90.2
43857919,FL-80,80.5
48704758,EE-94,63.8
43396276,CS-29,87.8
34215137,CS-30,66.9
39131594,DA-46,83.1
40249739,OE-12,89.0
18877172,CE-29,71.7
38796510,ME-53,55.6
28335317,DA-44,87.9
23509828,ME-46,77.4
24583454,AS-52,86.5
44879303,AT-37,96.0
31359863,CE-16,62.6
15505604,HS-21,64.4
19365687,MV-76,80.0
35749473,AS-45,87.5
10790619,FL-11,70.2
22571381,AT-33,69.5
42489944,EM-04,81.4
45040471,FL-83,93.3
37916601,EM-13,79.8
27971212,MT-43,51.7
14703702,EM-11,77.2
11293275,AS-18,67.6
13318096,LW-29,82.3
45009938,AT-28,84.9
44126003,MV-69,51.0
41705493,EE-43,74.4
19066274,EE-64,81.7
16673879,EE-49,82.8
30487217,PH-13,74.4
24634567,CE-22,78.8
19529602,LW-29,90.0
28585604,FL-03,99.9
32581710,MV-59,84.7
32410992,ME-40,57.1
22863666,EM-12,67.0
17966554,OE-05,81.0
16165095,OE-28,87.1
23789612,LW-21,75.8
16569525,AT-03,88.6
36318090,LW-03,71.9
20046362,FL-05,95.1
29860458,CS-30,90.8
47973444,IE-04,78.9
19418504,ME-12,74.2
11510639,AS-07,94.6
37903317,FL-15,91.5
38060889,CE-42,76.8
28854046,CE-42,71.8
16141457,ME-24,87.2
27321866,CE-46,84.3
16973426,AS-14,77.3
43303287,DA-02,84.8
36447995,LW-27,76.6
35016120,AS-45,56.4
37470584,AS-02,92.4
32991764,AT-13,80.6
28962406,CS-44,69.8
24491071,DA-42,63.9
19772691,MA-21,83.1
43735335,CE-06,70.0
34752785,DA-46,87.4
37268638,TL-03,97.6
10043733,ME-48,81.8
43297158,OE-07,76.2
40764590,LW-17,71.0
15090896,EM-64,86.8
40800210,DA-05,80.2
12912856,AT-31,83.2
41987217,FL-35,59.0
27470981,EE-59,55.1
18067734,DA-07,96.5
16673879,CE-20,90.2
18714202,ME-62,68.3
40225818,LF-08,73.9
15757224,DA-28,85.9
17094706,DA-67,80.3
37514666,CE-02,78.2
48725063,LF-08,83.0
38203444,MV-18,83.1
12374786,CE-36,79.8
45606813,EE-38,80.2
43188190,CS-38,88.3
39960775,EE-94,83.3
32847510,AS-27,65.2
24325421,ME-05,81.9
40197983,EM-19,98.0
42721225,HS-18,82.6
33325659,ME-31,81.0
29660280,EE-45,89.5
32170133,CS-16,77.7
34524571,CS-14,86.7
42746736,AS-05,85.9
23864400,DA-02,86.2
19129530,MV-53,79.5
14477570,FL-83,77.3
29508719,EM-55,74.5
31020415,AT-29,69.5
25297034,MV-70,87.2
41737468,MT-49,75.1
42065967,MV-03,99.8
24503587,HS-21,88.4
11507436,FL-28,82.6
14143299,CS-41,95.5
30240287,FL-78,81.1
10385411,HS-11,97.9
43681117,LF-41,76.9
21961381,OE-30,89.0
42721225,DA-06,98.0
21370332,PH-10,82.9
41430103,FL-32,75.8
10356748,AS-23,82.7
22329135,LF-15,66.3
25897136,AS-31,68.3
32260108,CS-17,72.1
18911934,FL-50,72.3
36109327,IE-03,87.9
11962961,EM-42,88.2
48399979,OE-01,80.9
14829425,FL-66,61.2
45671646,AT-21,60.3
48714001,OE-16,85.5
34794124,DA-27,90.5
24243130,HS-11,83.6
10053591,CS-51,87.2
11413462,MA-10,68.9
40902584,EM-14,81.7
36834925,CS-34,80.3
10883166,ME-16,96.1
28905722,DA-51,75.8
29881606,MT-14,93.0
22648736,DA-70,84.3
16484007,CE-05,79.4
16550959,OE-03,79.1
49219978,DA-59,83.5
27464703,AS-36,71.2
15671209,OE-15,86.8
27864819,AT-51,77.3
28181539,PH-08,86.6
20154678,AS-23,80.8
47889610,LW-26,75.1
11697809,MV-11,70.4
41419308,AT-24,83.7
13701037,LW-15,91.7
25470263,CS-49,77.6
30034756,AS-24,88.8
12912856,EE-11,61.7
24160724,AT-27,72.1
37583674,AS-47,65.1
41408469,MT-22,78.2
35864215,LW-07,84.4
19651053,AS-45,69.5
34662549,AT-03,87.3
40202420,CS-28,88.6
48100062,PH-11,73.1
28892132,EE-87,63.7
38647097,EM-25,78.8
19987521,FL-35,66.7
14048059,MX-02,85.8
42469253,MA-08,75.4
32525730,HS-22,94.7
45070626,EM-68,85.7
49220002,CS-19,90.3
21082916,HS-22,70.4
38684899,EE-84,62.2
35089298,EE-22,83.2
39667847,MV-62,92.5
11044891,MT-34,73.5
16631757,AT-28,83.7
40039871,IE-05,84.6
12305955,FL-15,71.3
12920833,AS-11,75.8
36380770,EM-66,70.2
33114654,MV-29,60.6
14114457,EM-24,69.8
36609550,OE-08,91.4
40163948,LF-30,76.5
49833350,AT-53,90.5
13939705,FL-94,95.2
27464703,CE-29,61.9
17014175,ME-52,66.3
34794124,FL-85,85.4
45769278,MV-76,87.7
10462189,MA-08,66.9
25167621,EM-45,74.3
15356622,MV-48,87.8
25313917,AT-53,85.8
45159394,FL-50,76.9
10780025,AT-46,68.6
48518713,AS-22,87.3
44061236,FL-01,89.4
10268767,DA-45,68.6
46901542,ME-11,73.4
17056653,FL-88,90.7
35002226,AS-12,75.3
36964460,LW-26,69.4
48079836,EE-26,78.3
46455508,FL-83,66.5
16481657,PH-14,93.9
46420273,MA-22,87.2
26460991,EM-29,85.9
27771440,IE-02,87.7
13740621,DA-43,77.9
43607993,AT-53,75.6
15230552,EE-25,55.3
49417678,MA-18,88.5
45207855,EE-24,70.2
33064306,AS-26,93.9
30227875,CE-22,67.5
46255302,HS-02,72.7
13198156,DA-17,82.2
42276246,LW-19,93.5
10030591,AT-23,74.2
43603513,IE-05,68.3
22496975,AS-28,64.3
17892679,ME-07,81.0
14491495,EE-83,90.3
28570420,MT-32,79.6
31866265,ME-35,75.0
14699511,LF-33,95.5
34343686,EM-15,78.2
32452764,ME-65,63.7
39652399,MT-25,61.6
43929059,ME-59,85.8
41778689,MV-76,89.7
10535055,ME-50,67.6
27490471,MT-01,74.2
23609630,IE-04,78.4
16963476,OE-04,99.3
15417219,ME-09,81.2
34997710,EE-43,76.9
11225086,LF-30,76.1
43155861,AS-32,87.1
39667847,LW-09,60.7
43601843,EM-41,80.6
10502522,LF-04,89.2
46901542,MV-31,76.0
44184595,ME-13,97.5
45070626,OE-31,85.8
35203279,ME-52,75.9
21196290,AS-46,82.1
37352104,AT-47,81.8
11408339,MA-05,84.1
31104040,CS-47,81.3
17822847,CS-06
17214666,AT-32,57.7
37470584,DA-34,88.0
37764945,MA-17,91.8
13681697,CE-12,81.1
16673879,CS-54,74.7
42815651,AS-50,75.3
48093924,MV-56,89.8
17965979,AT-22,77.9
29934440,AT-08,77.7
22398348,MV-69,98.4
28544442,MV-42,97.8
37007319,MV-35,72.0
28076589,AS-44,88.6
29603179,LF-01,87.0
16468487,MV-14,79.3
43478669,MA-06,90.3
48915639,ME-03,69.0
18143494,DA-54,72.2
47977070,CS-58,92.7
13988004,EE-23,76.0
16579324,MT-10,73.2
30660326,DA-09,82.5
47183128,AT-46,75.1
27555303,CS-42,81.2
42597082,ME-18,81.5
19837486,MV-23,89.3
14573979,EE-65,83.6
46420273,MT-51,83.0
16973426,AS-41,78.9
42989030,MV-54,92.4
21718953,EE-15,75.8
33557187,EE-61,85.3
30868850,MT-35,93.1
11752720,MV-74,83.6
13394002,EM-07,86.2
27407867,MV-28,70.9
31721875,OE-03,72.4
38738587,EM-67,80.0
42721225,FL-72,98.9
37410281,FL-85,96.5
29299786,EM-67,61.3
29606052,CS-28,62.4
33165258,AS-38,80.3
40795534,MV-72,87.2
42145729,FL-16,87.4
29817699,EE-52,77.6
35278629,MT-23,85.0
29700738,MA-19,85.3
15495287,CE-18,84.2
26231594,CE-03,72.6
39484980,DA-69,69.4
21293161,MV-04,74.9
18257971,ME-42,96.1
26322247,AS-13,66.6
27756756,OE-10,87.1
48331457,HS-31,68.2
23292708,ME-38,79.5
41705493,DA-39,85.4
34787443,CS-19,61.3
16775480,ME-10,71.5
44900623,HS-30,81.6
33566009,MA-13,57.5
23101713,OE-31,79.0
20240019,MT-33,69.4
38694016,CS-43,58.8
36605658,FL-01,80.2
39646966,CE-34,84.2
31117131,AT-19,76.7
20716725,AT-39,70.7
34126299,HS-14,75.3
31535551,EM-12,77.6
25313917,ME-19,77.8
30911553,AT-53,83.8
16805071,AT-20,66.5
21517600,AS-26,94.0
20184123,FL-22,77.3
40902584,EM-13,86.6
49271741,ME-34,74.3
18972650,MV-49,59.4
27284634,ME-28,63.4
25876661,MV-23,54.6
20553595,MV-60,81.2
20295688,EE-38,80.7
42641504,FL-61,78.7
47249644,ME-08,96.2
38007482,DA-75,69.9
46975653,MX-03,73.4
13203166,EM-22,60.9
19634284,EE-33,90.7
43682148,MT-25,85.4
36605658,CS-21,92.5
47818603,EE-70,67.1
33633140,MX-04,79.3
35422841,AS-09,88.2
34701964,AS-48,96.1
44432413,LF-37,84.8
35681984,MT-35,82.4
22329135,AT-09,81.7
11022631,FL-61,76.8
36238584,CE-41,83.1
36605750,EE-39,70.2
12316715,ME-36,77.7
40398794,MT-07,61.8
11984045,MA-18,90.2
12558379,EE-15,87.6
47278449,MT-32,78.6
30512327,CE-12,97.9
49276647,HS-04,92.1
20274961,DA-68,65.4
48611035,AT-25,78.6
31944167,MA-23,87.2
26365654,LF-22,63.8
28970377,FL-29,83.0
16197239,MT-20,94.6
25729323,HS-12,66.0
18632560,MT-39,82.7
18189204,LF-35,83.0
49946329,FL-24,59.6
33500333,AT-06,72.8
16533086,AS-07,94.4
19557249,HS-18,96.4
20644317,HS-20,85.9
47652793,AT-36,64.4
28159137,MV-62,74.3
21922707,HS-29,79.9
28050863,EE-59,76.7
21580847,ME-24,87.0
20987211,DA-13,89.9
19509637,MV-86,97.1
13084523,LF-38,82.1
28887666,AT-10,71.2
41615652,HS-01,96.3
48079836,DA-16,80.5
43465784,FL-96,71.2
34962233,AT-40,91.4
40479864,MA-11,88.3
39528357,ME-48,65.2
25860288,DA-65,55.8
42810150,CE-08,85.6
34752785,MX-01,87.3
35929355,EE-17,73.5
23650328,LF-18,58.7
10887008,FL-89,98.8
29844689,EM-39,99.9
18914236,EM-16,76.0
11873804,FL-34,73.3
41891444,EE-38,93.2
25724049,MT-08,83.8
40914012,CS-51,93.5
10502221,DA-20,84.9
49241091,OE-13,64.8
12147609,CE-09,86.3
18666124,FL-29,65.1
15731729,FL-93,85.4
21306176,MV-72,87.4
14936423,CS-57,77.6
12117978,LF-18
39789460,MV-82,82.1
41408469,ME-40,93.0
18972650,AT-34,74.7
11909966,EE-95,90.4
12416256,DA-29,86.9
24008449,CS-47,79.8
41064096,LF-42,82.2
43400844,MV-45,82.2
13632558,AS-17,88.0
48343429,DA-06,74.8
45448873,AS-09,70.9
39853916,DA-06,71.7
26281377,MV-28,78.4
46024280,FL-67,83.6
27388910,MT-05,59.6
23789612,AT-39,84.4
47702572,CS-58,78.7
15356348,FL-03,88.0
29520082,MA-10,68.0
41676398,FL-51,93.8
14206513,FL-48,62.0
19298389,MT-40,75.4
38742755,CS-59,96.6
13207317,HS-09,69.4
24092529,EM-08,89.1
18624559,CE-27,82.4
38792112,FL-73,90.3
29214373,AT-36,78.0
34504431,OE-12,81.9
44533469,EE-37,65.6
14993069,ME-49,80.4
22983045,FL-42,74.2
47149508,MV-42,72.5
19529602,EE-47,91.2
16580458,LF-11,53.6
25876661,EE-41,75.7
24625918,EE-81,73.3
20125280,FL-14,50.1
42828123,EM-08,80.0
25192713,MV-38,92.8
48852327,AT-02,68.9
13630938,HS-05,89.1
24160724,LW-05,89.5
27905687,AS-50,94.3
15394325,FL-02,70.8
27111724,EE-88,98.5
28302912,CE-17,91.4
41579714,EE-43,71.8
49336400,CS-41,87.5
23509828,EM-01,65.7
25187309,OE-25,68.9
20506453,CE-02,83.3
13807848,CS-17,75.8
10204897,MV-43,92.4
41369514,DA-57,81.2
26030975,LF-26,98.3
46260785,EE-13,63.4
40161674,MV-30,85.3
39347096,AS-44,63.5
41514290,EE-40,82.3
15745666,MT-51,65.4
34061480,EE-17,56.1
13042535,AT-21,80.6
28919153,MV-61,77.5
47675788,ME-38,85.8
37660270,DA-19,80.5
15642131,CE-04,86.3
49154586,ME-34,82.0
44664149,AS-01,96.0
28373067,FL-17,83.3
49289235,CE-11,98.5
23032458,EE-19,89.0
32486374,EE-15,74.9
27145590,FL-09,90.2
14084627,AS-11,85.2
20086414,AS-36,90.0
28768095,MA-08,73.8
20647916,EM-13,74.1
29525814,DA-12,87.9
36618854,FL-81,81.8
48770486,EM-20,63.3
39056074,FL-78,71.5
31032043,MT-20,71.7
11125057,FL-02,80.5
31634023,ME-16,92.3
19541593,ME-52,86.1
42550254,DA-47,77.5
32563260,CS-31,88.9
36455422,FL-32,72.5
39467746,DA-54,65.1
43088123,DA-51,81.9
20459181,CS-48,67.2
32486374,MV-65,67.6
32374277,AT-29,81.9
38982946,LW-23,78.8
28806484,ME-52,81.7
48433028,CS-17,73.2
31652005,OE-15,79.1
10856544,FL-11,71.4
39589323,EM-39,82.4
26031142,DA-47,78.0
43680336,CE-46,67.2
16879835,DA-59,73.9
20427223,FL-50,71.8
48108579,AT-45,73.8
45912234,EE-20,67.1
20243066,DA-72,99.3
39652399,ME-29,83.7
17565403,MT-20,82.6
19330675,LF-12,64.9
47857277,TL-01,70.5
32821597,DA-08,67.6
19455801,FL-44,80.3
12709922,EE-18,60.3
43339133,CE-24,63.4
13251356,EE-66,83.7
40662271,EE-06,72.4
45927797,EM-58,73.7
22467890,MV-29,86.9
34189348,PH-02,85.8
40418012,DA-37,59.0
27196615,EE-29,69.9
45355680,CS-34,68.2
10974514,AT-01,88.9
34095337,FL-60,74.8
24951591,MV-05,97.4
11225086,OE-19,81.6
12135425,MV-36,79.2
23269628,LW-29
19274576,MV-33,92.5
30620460,MV-48,84.9
44992020,CS-33,79.2
28354539,ME-41,83.4
21922707,LF-27,77.0
12231943,CE-48,77.8
29202923,FL-19,87.2
33147048,DA-74,88.0
47453306,FL-28,90.1
20480979,FL-68,80.8
10597336,EE-54,64.3
41767918,EE-51,90.7
25960293,CE-15,81.0
44126003,MT-27,72.5
37686107,HS-31,57.7
45368816,OE-02,90.5
48418767,AT-47,80.5
39051428,MA-18,85.6
46701421,TL-01,63.9
19769395,DA-73,80.0
28909509,MV-35,99.0
35026739,DA-42,89.5
28698483,PH-05,82.1
36487932,MT-41,63.7
11269472,MA-13,79.6
38402103,AS-54,67.6
10429805,EE-67,71.0
19856599,FL-45,84.1
18297527,ME-54,83.8
23820794,AT-14,84.1
21236215,FL-57,95.9
28441567,ME-24,68.5
30503331,EE-12,63.1
10883166,CS-37,78.8
48826859,DA-13,65.4
40859879,OE-11,91.4
10817943,FL-49,70.9
21463506,FL-44,85.4
10872338,FL-58,78.7
49896094,DA-01,63.1
21686414,EE-46,97.1
31443499,CS-51,77.4
13225412,EM-25,72.3
47541973,EE-16,75.5
47868163,DA-73,88.5
15165364,LF-20,67.6
14837312,TL-03,97.7
46737729,CS-56,81.8
25934323,MV-72,58.1
39005034,DA-63,76.4
16342753,CS-24,99.4
44734943,MV-30,83.6
18324596,EE-49,73.5
40032135,ME-51,95.0
46901542,MV-68,57.1
11516852,AT-42,95.8
27517134,FL-19,63.2
24946382,DA-13,69.1
18227292,AS-02,80.6
10419765,ME-65,64.1
19767666,ME-49,82.6
38716098,ME-05,75.9
48548220,FL-28,90.4
36812927,CE-02,92.1
14012817,DA-35,67.3
21383317,CE-46,65.4
13305114,DA-51,80.8
16754166,ME-09,72.5
21236215,CS-07,73.0
31693466,FL-34,70.9
21661224,MT-18,81.5
22933538,MV-44,76.8
16157233,LW-21,73.1
23884966,MT-10,71.2
37762974,EM-24,80.2
36060254,EE-34,62.8
28309147,EM-47,90.2
25911487,CE-34,66.8
46677159,OE-20,72.6
29519253,CS-16,78.3
20645352,MX-03,86.3
34158272,FL-17,68.6
40039510,FL-14,77.8
22125720,MV-46,86.0
24020403,AT-23,94.4
10434569,EM-52,89.5
45805613,EE-62,63.9
23427894,ME-49,83.0
44033467,AT-28,77.7
36127657,MT-02,80.6
24505702,OE-12,83.9
42550254,EM-23,88.2
37929218,FL-20,77.4
37903317,OE-16,83.1
25675652,MV-74,68.6
18199464,MV-75,62.0
48363301,LF-11,87.2
18172572,AS-11,84.1
11020419,CE-01,81.3
44640374,EM-65,80.5
46901542,LW-19,77.1
43072091,MV-01,59.5
39429003,MT-49,69.7
27800942,TL-04,63.0
24525048,LF-05,85.8
43975993,LW-12,66.6
12646193,ME-35,73.0
34600222,FL-59,67.1
13789081,FL-81,67.1
16818497,MA-20,90.0
45996054,OE-25,80.5
46147403,MT-41,72.9
42249942,EM-05,83.7
21661224,EM-66,84.0
38349588,MA-02,79.1
22863381,AT-50,88.7
41612529,EE-18,76.7
35133724,MT-15,72.8
45168603,CE-24,72.7
42765230,AT-12,72.8
37554021,EE-53,82.9
36454203,EM-62,82.3
39239201,CS-52,76.5
31721875,ME-49,77.9
30258538,EE-70,81.6
41148394,FL-55,61.5
11936353,FL-02,74.5
18980850,LF-09,66.7
12400534,EM-13,93.3
27800942,FL-46,75.0
47784804,EE-85,84.0
29146451,MA-14
12143972,EE-43,78.7
43556184,ME-34,84.7
37901798,AS-47,68.1
33443117,CS-19,93.8
42744748,CE-27,77.2
49230866,CE-23,83.2
40249739,MV-79,69.4
24234428,MV-44,70.3
38841545,MT-04,62.3
16143854,EE-76,82.9
13480904,IE-06,80.5
46959294,MT-52,92.1
37387184,EE-87,75.1
17214666,FL-32,82.6
16631757,DA-55,69.9
20000371,AS-01,96.5
35384726,EM-42,61.6
13670022,CS-36,74.1
24850914,FL-07,63.2
29890269,AT-04,89.2
35795419,FL-85,83.3
21475680,MV-74,89.2
30269661,EE-20,83.8
29770578,AT-03,72.0
14063087,ME-21,92.5
17272042,EM-06,80.5
42747341,CS-29,83.1
16125939,MV-68,70.0
42010188,AS-27,81.1
29828247,DA-29,84.3
21686414,DA-50,84.3
43475660,MV-52,95.3
38567919,ME-08,95.3
37709020,LF-27,70.1
15030361,DA-20,66.2
26547225,MT-32,77.0
38868276,LF-20,78.7
11413462,LF-09,73.0
38920765,AT-49,70.6
30189648,MT-44,81.9
24437393,EE-49,74.2
48683017,MV-27,78.1
28353640,MV-66,86.4
33668459,AS-10,92.4
36454203,AT-14,78.3
10631003,DA-13,81.9
16105377,HS-20,83.9
44412244,CS-10,87.3
15013985,ME-09,73.8
30243479,HS-23,80.1
36774617,LF-27,87.3
18626305,LF-09,81.1
37923145,ME-60,79.2
38273689,CS-52,91.4
48899752,EE-89,74.9
34811638,FL-51,87.0
13833716,MV-37,76.2
20371108,AS-38,75.6
14493347,AS-40,81.5
46901542,ME-29,74.5
22009759,MT-36,77.0
14206513,EM-42,75.2
36609550,EM-58,77.0
30641032,EE-89,86.1
43168660,CE-25,79.0
47580165,ME-53,72.6
30805769,CE-34,80.8
30550908,LF-40,73.4
37196198,MT-30,88.0
31826542,MV-59,62.1
16145224,MA-26,94.8
31219299,MV-24,75.2
44155958,ME-28,73.7
35929355,CE-37,82.9
20553595,AS-18,96.4
47869431,DA-50,74.3
26322648,ME-29,96.8
43883310,MT-38,84.2
27775107,MT-25,85.8
19273529,PH-12,92.8
41328122,DA-73,85.5
33065940,LF-31,84.2
10566342,EM-57,96.3
31233864,DA-25,62.7
21243426,LW-13,62.8
41446691,FL-38,85.4
19944813,CE-12,90.3
23827791,MA-21,82.2
15882406,EM-56,75.0
16427403,EE-73,94.4
48831865,DA-19,80.5
10011854,FL-27,83.4
33572356,MT-05,78.8
44290515,LF-21,72.1
26322648,LF-42,64.2
24634567,FL-22,90.0
34185548,MX-04,66.6
21410051,HS-03,68.3
10575655,DA-54,61.8
19733258,AT-51,93.1
29772555,AS-23,72.8
44061236,EM-29,92.0
37554021,MV-67,86.8
39680125,AT-05,58.0
23880212,EE-07,70.7
27323966,AS-06,96.0
27255985,EM-32,87.4
24494301,FL-49,83.5
19806026,LF-26,81.9
28347185,MT-45,98.3
14049101,HS-20,72.7
49219978,EE-14,66.8
25960098,ME-14,75.8
29082710,EE-67,90.0
32136207,MT-04,84.4
33629990,IE-04,95.6
37713601,MT-40,84.9
40371142,MV-62,94.9
11078939,EM-25,72.5
37834602,ME-63,91.9
12067491,ME-65,83.2
43965760,EM-18,74.8
19891064,IE-06,67.6
35014316,HS-03,64.9
43476748,FL-43,89.8
19733258,AS-37,72.0
46721717,DA-10,81.6
38352000,EM-10,85.0
41787593,MT-06,65.1
34325035,AS-23,90.5
17665258,AT-05,94.3
17948564,MV-56,81.0
40249739,HS-25,69.3
16980157,AS-51,70.5
24299107,MV-86,88.7
10121689,EM-49,59.9
33348164,CS-26,75.0
13126204,CE-44,91.7
36593156,MT-25,73.1
26478348,EM-28,87.1
25383828,ME-01,95.3
26189261,EM-20,69.6
40810881,HS-27,88.4
49125385,MV-48,70.3
17807675,FL-37,85.9
45564031,FL-42,88.3
44213584,DA-01,71.1
18666124,LF-42,84.5
30595926,EM-31,84.0
41070106,FL-92,78.5
16688115,ME-50,93.3
48633356,EM-46,81.7
23283563,MT-10,87.9
28847875,LF-34,78.3
35958740,ME-61,72.3
16316993,FL-28,59.3
39484980,FL-89,80.3
23727217,MA-01,96.6
26339153,MT-51,94.5
43857919,MX-02,99.0
27219367,DA-60,74.4
35421990,LF-07,94.6
29155244,HS-31,89.6
36664682,EM-55,92.1
17800653,AT-18,83.1
23978139,CE-29,73.3
45072462,FL-65,84.4
33552216,LW-15,87.2
33405133,MT-16,89.1
31104040,FL-02,77.1
22329135,ME-25,74.8
36621575,CS-16,78.2
31535551,AT-27,77.0
31693466,MV-70,75.2
28181539,AS-41,80.9
47183128,MV-55,79.8
12746763,DA-75,72.5
24860472,EM-36,71.9
14848625,MV-32,73.8
17193352,EM-36,86.9
26980488,FL-05,81.8
37063895,MV-85,58.5
47181296,MA-17,66.5
22560315,HS-16,64.0
16565576,MT-23,90.8
14263002,FL-02,87.1
37619965,EE-42,56.7
46255302,CE-31,75.8
21472075,DA-45,84.3
20000371,ME-44,67.6
29508719,DA-04,60.8
32090327,CE-48,89.3
42573578,EE-05,67.0
20644317,CE-08,65.1
31845237,AS-23,70.1
18324596,FL-51,69.8
21306700,DA-62,93.0
40352291,MT-21,78.5
38841545,EE-54,74.2
32427353,AT-24,83.7
23532446,EM-27,86.4
33382017,MT-30,92.3
33507218,HS-25,85.9
16200545,MX-04,81.4
21472921,AT-11,67.0
30551260,ME-37,58.4
37447018,MV-79,64.7
19228444,CS-19,83.7
24721312,CS-35,85.8
30803465,EE-80,54.8
49651367,ME-10,75.5
18257971,FL-93,82.3
40216457,MV-69,83.3
20000371,ME-17,91.3
39429003,LF-31,82.6
10419765,EE-50,72.1
16053607,MT-18
12147609,EE-76,64.1
47451471,CE-27,69.3
25836355,CE-34,76.4
32911138,AS-38,69.4
20751377,EE-26,94.7
29643120,CE-09,75.6
15997898,LW-25,82.5
30853073,MT-35,71.8
19449877,AT-33,73.0
37710092,ME-54,81.5
28827457,MV-59,71.7
29825392,LF-35,69.8
42789390,MT-35,82.4
40901970,AS-03,82.0
28458953,ME-18,72.9
31721875,FL-62,77.0
20751377,LW-11,79.4
44151275,CE-48,64.8
35967173,LW-03,77.3
39566896,LF-27,86.2
26170399,PH-04,79.2
16789585,MV-76,86.3
22135105,LW-15,72.4
30250649,OE-29,91.7
26168331,AT-24,91.1
45265193,MV-43,76.6
16780288,EE-84,92.3
47040722,MV-20,61.9
48857662,MT-22,84.3
14993069,HS-09,67.1
39547612,MV-55,73.7
38730669,CE-36,69.5
22909345,CS-57,74.4
34701964,MT-23,96.8
42639478,LW-19,78.0
21839787,AT-48,77.6
13225412,AT-52,83.4
20659917,DA-69,77.3
24044118,MV-06,87.1
44762568,MT-44,68.6
33678888,AS-05,80.9
41387714,LW-12,57.3
40984192,FL-16,75.3
21458128,AT-40,90.0
11760698,FL-54,83.9
35422841,MA-07,61.6
41069980,MV-83,92.3
26292152,AT-38,62.0
16576886,IE-04,57.7
30293227,OE-03,63.6
30674637,AT-18,75.4
16331314,MA-17,81.4
49122111,MT-36,68.8
14058040,EE-69,72.5
31032043,ME-38,78.8
41950821,CS-54,84.6
33968060,CS-22,84.1
44515139,FL-72,69.7
24975350,CS-35,67.7
16202979,LF-11,95.1
20631764,FL-28,81.6
42223424,HS-18,72.3
43430597,MA-14,78.4
32359300,ME-63,90.6
27727210,EE-74,81.5
41069980,LF-21,80.2
40803168,ME-39,75.5
32478892,LF-41
31357627,MA-18,71.9
27683322,LF-20,68.0
11916327,FL-48,90.9
37276516,DA-49,81.2
44367192,FL-21,95.7
26706262,LF-16,91.0
43387443,LW-09,80.9
15100427,EM-13,83.6
11209891,MT-15,80.7
41446691,CS-30,73.7
46197778,FL-36,91.8
28287255,MV-32,84.2
17381673,OE-11,66.0
20111975,CS-34,83.6
21348149,CS-59,83.0
40859879,EE-44,95.9
13318096,LF-14,87.3
33507218,DA-66,81.1
32139758,ME-06,81.7
20101356,ME-43,81.4
34720226,AS-12,67.0
25965172,DA-18,89.8
15090896,EM-49,85.8
40155624,FL-59,88.2
49868273,FL-86,96.4
24989348,EM-45,76.3
25358479,MT-29,75.2
42989030,LF-03,75.4
34948721,MV-08,70.5
49998255,FL-16,80.2
16960091,LF-07,83.0
28354539,CE-18,73.1
16569525,CS-41,58.6
20799973,EE-91,72.6
29660280,CE-27,73.4
23509828,MT-18,79.0
35603200,AT-14,82.3
15356622,AT-20,83.3
20274961,MT-51,84.4
19987521,AS-38,71.4
47424893,MV-38,91.1
12644665,DA-34,84.0
17645394,MV-53,88.2
21196290,LF-07,85.7
12804774,TL-04,78.6
39056074,EM-06,83.2
38007482,FL-89,95.5
10827065,EM-51,65.1
31865366,EM-24,75.6
27544200,EE-94,79.6
16458517,CE-22,94.5
36843271,MT-45,66.0
20072253,CS-47,80.9
46165134,CS-39,84.6
41170071,MT-52,71.8
34633442,CS-15,73.8
23213264,DA-58,75.9
27346564,EE-05,78.0
39873735,HS-18,86.6
17948801,AT-49,76.3
18952396,DA-33,92.8
46770485,OE-08,72.9
40108492,MV-75,94.8
42050738,FL-63,81.2
11510639,EM-60,95.2
12413660,AT-35,53.0
34761710,DA-21,72.1
43411316,DA-61,74.5
14945695,EM-38,93.9
15659856,MT-01,85.8
18219281,HS-05,82.2
29881606,ME-56,74.6
40037035,EE-88,71.2
15496036,EM-01,63.7
41837860,AS-12,66.6
15412333,AS-11,78.4
17898729,EE-85,86.7
19722941,EM-53,85.8
18789155,CS-38,89.3
19626335,AS-09,90.0
43072091,FL-61,86.1
25005087,HS-15,81.4
27255609,MT-07,71.5
21072365,MT-09,85.1
10045831,FL-61,74.1
15731729,AS-49,99.3
38890613,MV-58,83.2
29508719,MV-22,77.4
38824664,AT-13,89.1
28884894,EE-92,94.6
30333648,AT-19,77.2
43290694,ME-39,81.6
16017722,MA-17,85.0
21214697,FL-87,75.0
26797106,EE-23,71.9
39528357,EE-37,76.6
29155244,MV-79,56.4
15787812,FL-34,77.2
39286350,HS-04,54.0
23969699,EE-24,85.3
26475089,DA-56,71.7
